tarih,ilce,bildirimsiz_sum,bildirimli_sum
2022-06-21,izmir-torbali,15,0
2022-06-22,izmir-torbali,12,0
2022-06-23,izmir-torbali,5,3
2022-06-24,izmir-torbali,5,1
2022-06-25,izmir-torbali,6,1
2022-06-26,izmir-torbali,8,3
2022-06-27,izmir-torbali,17,1
2022-06-28,izmir-torbali,4,0
2022-06-29,izmir-torbali,5,0
2022-06-30,izmir-torbali,7,1
2022-07-01,izmir-torbali,6,0
2022-07-02,izmir-torbali,8,0
2022-07-03,izmir-torbali,5,2
2022-07-04,izmir-torbali,10,0
2022-07-05,izmir-torbali,5,1
2022-07-06,izmir-torbali,10,0
2022-07-07,izmir-torbali,7,0
2022-07-08,izmir-torbali,5,1
2022-07-09,izmir-torbali,9,0
2022-07-10,izmir-torbali,4,0
2022-07-11,izmir-torbali,4,0
2022-07-12,izmir-torbali,7,0
2022-07-13,izmir-torbali,9,0
2022-07-14,izmir-torbali,8,0
2022-07-15,izmir-torbali,5,0
2022-07-16,izmir-torbali,2,0
2022-07-17,izmir-torbali,24,0
2022-07-18,izmir-torbali,34,0
2022-07-19,izmir-torbali,12,0
2022-07-20,izmir-torbali,4,0
2022-07-21,izmir-torbali,6,0
2022-07-22,izmir-torbali,8,0
2022-07-23,izmir-torbali,12,4
2022-07-24,izmir-torbali,8,2
2022-07-25,izmir-torbali,11,0
2022-07-26,izmir-torbali,7,0
2022-07-27,izmir-torbali,12,0
2022-07-28,izmir-torbali,1,0
2022-07-29,izmir-torbali,7,2
2022-07-30,izmir-torbali,8,1
2022-07-31,izmir-torbali,6,2
2022-08-01,izmir-torbali,4,0
2022-08-02,izmir-torbali,16,0
2022-08-03,izmir-torbali,6,0
2022-08-04,izmir-torbali,8,0
2022-08-05,izmir-torbali,6,0
2022-08-06,izmir-torbali,10,0
2022-08-07,izmir-torbali,6,3
2022-08-08,izmir-torbali,8,0
2022-08-09,izmir-torbali,6,0
2022-08-10,izmir-torbali,6,0
2022-08-11,izmir-torbali,6,0
2022-08-12,izmir-torbali,4,0
2022-08-13,izmir-torbali,9,0
2022-08-14,izmir-torbali,5,4
2022-08-15,izmir-torbali,13,0
2022-08-16,izmir-torbali,7,0
2022-08-17,izmir-torbali,11,0
2022-08-18,izmir-torbali,11,2
2022-08-19,izmir-torbali,4,0
2022-08-20,izmir-torbali,2,9
2022-08-21,izmir-torbali,6,1
2022-08-22,izmir-torbali,5,0
2022-08-23,izmir-torbali,3,1
2022-08-24,izmir-torbali,4,0
2022-08-25,izmir-torbali,6,1
2022-08-26,izmir-torbali,8,2
2022-08-27,izmir-torbali,7,2
2022-08-28,izmir-torbali,4,0
2022-08-29,izmir-torbali,3,0
2022-08-30,izmir-torbali,9,3
2022-08-31,izmir-torbali,5,0
2022-09-01,izmir-torbali,8,0
2022-09-02,izmir-torbali,2,0
2022-09-03,izmir-torbali,9,1
2022-09-04,izmir-torbali,9,2
2022-09-05,izmir-torbali,7,0
2022-09-06,izmir-torbali,7,1
2022-09-07,izmir-torbali,1,0
2022-09-08,izmir-torbali,1,1
2022-09-09,izmir-torbali,4,4
2022-09-10,izmir-torbali,2,1
2022-09-11,izmir-torbali,5,8
2022-09-12,izmir-torbali,3,1
2022-09-13,izmir-torbali,6,0
2022-09-14,izmir-torbali,3,1
2022-09-15,izmir-torbali,7,3
2022-09-16,izmir-torbali,8,0
2022-09-17,izmir-torbali,8,2
2022-09-18,izmir-torbali,4,3
2022-09-19,izmir-torbali,12,0
2022-09-20,izmir-torbali,2,0
2022-09-21,izmir-torbali,2,0
2022-09-22,izmir-torbali,3,1
2022-09-23,izmir-torbali,4,0
2022-09-24,izmir-torbali,6,0
2022-09-25,izmir-torbali,4,1
2022-09-26,izmir-torbali,5,0
2022-09-27,izmir-torbali,4,0
2022-09-28,izmir-torbali,3,0
2022-09-29,izmir-torbali,7,0
2022-10-01,izmir-torbali,2,1
2022-10-02,izmir-torbali,7,2
2022-10-03,izmir-torbali,4,0
2022-10-04,izmir-torbali,9,1
2022-10-05,izmir-torbali,3,0
2022-10-06,izmir-torbali,3,0
2022-10-07,izmir-torbali,7,1
2022-10-08,izmir-torbali,8,0
2022-10-09,izmir-torbali,4,0
2022-10-10,izmir-torbali,7,0
2022-10-11,izmir-torbali,10,2
2022-10-12,izmir-torbali,2,0
2022-10-13,izmir-torbali,5,0
2022-10-14,izmir-torbali,1,2
2022-10-15,izmir-torbali,8,3
2022-10-16,izmir-torbali,3,0
2022-10-17,izmir-torbali,4,1
2022-10-18,izmir-torbali,6,3
2022-10-19,izmir-torbali,4,3
2022-10-20,izmir-torbali,6,3
2022-10-21,izmir-torbali,8,1
2022-10-22,izmir-torbali,4,4
2022-10-23,izmir-torbali,5,5
2022-10-24,izmir-torbali,3,6
2022-10-25,izmir-torbali,3,2
2022-10-26,izmir-torbali,4,0
2022-10-27,izmir-torbali,1,0
2022-10-28,izmir-torbali,9,3
2022-10-29,izmir-torbali,5,0
2022-10-30,izmir-torbali,3,0
2022-10-31,izmir-torbali,3,0
2022-11-01,izmir-torbali,5,3
2022-11-02,izmir-torbali,3,0
2022-11-03,izmir-torbali,5,0
2022-11-04,izmir-torbali,18,0
2022-11-05,izmir-torbali,5,0
2022-11-06,izmir-torbali,8,0
2022-11-07,izmir-torbali,13,2
2022-11-08,izmir-torbali,6,0
2022-11-09,izmir-torbali,6,1
2022-11-10,izmir-torbali,0,1
2022-11-11,izmir-torbali,1,5
2022-11-12,izmir-torbali,4,4
2022-11-13,izmir-torbali,6,3
2022-11-14,izmir-torbali,9,0
2022-11-15,izmir-torbali,2,1
2022-11-16,izmir-torbali,4,3
2022-11-17,izmir-torbali,7,5
2022-11-18,izmir-torbali,30,0
2022-11-19,izmir-torbali,20,0
2022-11-20,izmir-torbali,13,3
2022-11-21,izmir-torbali,24,0
2022-11-22,izmir-torbali,10,1
2022-11-23,izmir-torbali,17,1
2022-11-24,izmir-torbali,21,1
2022-11-25,izmir-torbali,15,2
2022-11-26,izmir-torbali,10,5
2022-11-27,izmir-torbali,8,4
2022-11-28,izmir-torbali,12,7
2022-11-29,izmir-torbali,9,3
2022-11-30,izmir-torbali,4,1
2022-12-01,izmir-torbali,13,0
2022-12-02,izmir-torbali,14,0
2022-12-03,izmir-torbali,10,4
2022-12-04,izmir-torbali,12,3
2022-12-05,izmir-torbali,8,1
2022-12-06,izmir-torbali,5,1
2022-12-07,izmir-torbali,11,0
2022-12-08,izmir-torbali,8,0
2022-12-09,izmir-torbali,4,0
2022-12-10,izmir-torbali,6,3
2022-12-11,izmir-torbali,5,1
2022-12-12,izmir-torbali,6,3
2022-12-13,izmir-torbali,17,2
2022-12-14,izmir-torbali,12,0
2022-12-15,izmir-torbali,5,2
2022-12-16,izmir-torbali,10,2
2022-12-17,izmir-torbali,16,3
2022-12-18,izmir-torbali,13,4
2022-12-19,izmir-torbali,11,0
2022-12-20,izmir-torbali,5,1
2022-12-21,izmir-torbali,12,1
2022-12-22,izmir-torbali,15,0
2022-12-23,izmir-torbali,7,1
2022-12-24,izmir-torbali,6,2
2022-12-25,izmir-torbali,0,4
2022-12-26,izmir-torbali,6,0
2022-12-27,izmir-torbali,4,2
2022-12-28,izmir-torbali,8,0
2022-12-29,izmir-torbali,7,1
2022-12-30,izmir-torbali,6,0
2022-12-31,izmir-torbali,7,1
2023-01-01,izmir-torbali,7,0
2023-01-02,izmir-torbali,10,0
2023-01-03,izmir-torbali,3,0
2023-01-04,izmir-torbali,3,0
2023-01-05,izmir-torbali,7,1
2023-01-06,izmir-torbali,6,0
2023-01-07,izmir-torbali,3,2
2023-01-08,izmir-torbali,1,4
2023-01-09,izmir-torbali,6,3
2023-01-10,izmir-torbali,8,2
2023-01-11,izmir-torbali,8,0
2023-01-12,izmir-torbali,12,0
2023-01-13,izmir-torbali,6,2
2023-01-14,izmir-torbali,6,1
2023-01-15,izmir-torbali,5,3
2023-01-16,izmir-torbali,4,0
2023-01-17,izmir-torbali,12,0
2023-01-18,izmir-torbali,10,0
2023-01-19,izmir-torbali,2,3
2023-01-20,izmir-torbali,7,1
2023-01-21,izmir-torbali,3,0
2023-01-22,izmir-torbali,5,5
2023-01-23,izmir-torbali,3,3
2023-01-24,izmir-torbali,15,2
2023-01-25,izmir-torbali,2,0
2023-01-26,izmir-torbali,3,0
2023-01-27,izmir-torbali,23,0
2023-01-28,izmir-torbali,7,1
2023-01-29,izmir-torbali,8,3
2023-01-30,izmir-torbali,16,1
2023-01-31,izmir-torbali,11,1
2023-02-01,izmir-torbali,6,1
2023-02-02,izmir-torbali,3,4
2023-02-03,izmir-torbali,10,1
2023-02-04,izmir-torbali,9,4
2023-02-05,izmir-torbali,46,1
2023-02-06,izmir-torbali,43,0
2023-02-07,izmir-torbali,25,1
2023-02-08,izmir-torbali,16,0
2023-02-09,izmir-torbali,4,0
2023-02-10,izmir-torbali,3,0
2023-02-11,izmir-torbali,5,2
2023-02-12,izmir-torbali,3,4
2023-02-13,izmir-torbali,3,1
2023-02-14,izmir-torbali,8,0
2023-02-15,izmir-torbali,4,0
2023-02-16,izmir-torbali,11,2
2023-02-17,izmir-torbali,7,4
2023-02-18,izmir-torbali,3,1
2023-02-19,izmir-torbali,11,4
2023-02-20,izmir-torbali,3,0
2023-02-21,izmir-torbali,6,0
2023-02-22,izmir-torbali,5,0
2023-02-23,izmir-torbali,6,1
2023-02-24,izmir-torbali,1,0
2023-02-25,izmir-torbali,3,0
2023-02-26,izmir-torbali,4,5
2023-02-27,izmir-torbali,11,0
2023-02-28,izmir-torbali,1,0
2023-03-01,izmir-torbali,2,0
2023-03-02,izmir-torbali,5,3
2023-03-03,izmir-torbali,5,0
2023-03-04,izmir-torbali,9,1
2023-03-05,izmir-torbali,6,4
2023-03-06,izmir-torbali,7,0
2023-03-07,izmir-torbali,8,0
2023-03-08,izmir-torbali,5,0
2023-03-09,izmir-torbali,2,2
2023-03-10,izmir-torbali,1,2
2023-03-11,izmir-torbali,9,2
2023-03-12,izmir-torbali,7,4
2023-03-13,izmir-torbali,9,1
2023-03-14,izmir-torbali,8,1
2023-03-15,izmir-torbali,7,0
2023-03-16,izmir-torbali,5,3
2023-03-17,izmir-torbali,4,1
2023-03-18,izmir-torbali,3,4
2023-03-19,izmir-torbali,3,6
2023-03-20,izmir-torbali,2,0
2023-03-21,izmir-torbali,2,0
2023-03-22,izmir-torbali,1,0
2023-03-23,izmir-torbali,6,1
2023-03-24,izmir-torbali,5,0
2023-03-25,izmir-torbali,6,1
2023-03-26,izmir-torbali,6,3
2023-03-27,izmir-torbali,8,0
2023-03-28,izmir-torbali,9,0
2023-03-29,izmir-torbali,7,0
2023-03-30,izmir-torbali,3,1
2023-03-31,izmir-torbali,3,0
2023-04-01,izmir-torbali,2,0
2023-04-02,izmir-torbali,4,2
2023-04-03,izmir-torbali,2,0
2023-04-04,izmir-torbali,12,1
2023-04-05,izmir-torbali,6,4
2023-04-06,izmir-torbali,14,7
2023-04-07,izmir-torbali,6,4
2023-04-08,izmir-torbali,5,4
2023-04-09,izmir-torbali,9,7
2023-04-10,izmir-torbali,7,0
2023-04-11,izmir-torbali,10,1
2023-04-12,izmir-torbali,5,2
2023-04-13,izmir-torbali,10,5
2023-04-14,izmir-torbali,18,4
2023-04-15,izmir-torbali,11,3
2023-04-16,izmir-torbali,6,3
2023-04-17,izmir-torbali,1,2
2023-04-18,izmir-torbali,2,3
2023-04-19,izmir-torbali,3,2
2023-04-20,izmir-torbali,6,0
2023-04-21,izmir-torbali,3,0
2023-04-22,izmir-torbali,2,0
2023-04-23,izmir-torbali,2,0
2023-04-25,izmir-torbali,4,1
2023-04-26,izmir-torbali,5,2
2023-04-27,izmir-torbali,6,0
2023-04-28,izmir-torbali,7,1
2023-04-29,izmir-torbali,9,2
2023-04-30,izmir-torbali,4,2
2023-05-01,izmir-torbali,4,0
2023-05-02,izmir-torbali,10,2
2023-05-03,izmir-torbali,5,1
2023-05-04,izmir-torbali,6,2
2023-05-05,izmir-torbali,11,0
2023-05-06,izmir-torbali,9,4
2023-05-07,izmir-torbali,5,5
2023-05-08,izmir-torbali,5,1
2023-05-09,izmir-torbali,11,1
2023-05-10,izmir-torbali,11,3
2023-05-11,izmir-torbali,5,2
2023-05-12,izmir-torbali,8,0
2023-05-13,izmir-torbali,4,0
2023-05-14,izmir-torbali,2,0
2023-05-15,izmir-torbali,6,0
2023-05-16,izmir-torbali,6,3
2023-05-17,izmir-torbali,5,1
2023-05-18,izmir-torbali,8,4
2023-05-19,izmir-torbali,7,0
2023-05-20,izmir-torbali,4,4
2023-05-21,izmir-torbali,1,6
2023-05-22,izmir-torbali,2,3
2023-05-23,izmir-torbali,8,3
2023-05-24,izmir-torbali,5,3
2023-05-25,izmir-torbali,3,1
2023-05-26,izmir-torbali,8,0
2023-05-27,izmir-torbali,10,0
2023-05-28,izmir-torbali,8,0
2023-05-29,izmir-torbali,10,0
2023-05-30,izmir-torbali,5,5
2023-05-31,izmir-torbali,20,2
2023-06-01,izmir-torbali,8,3
2023-06-02,izmir-torbali,12,3
2023-06-03,izmir-torbali,19,5
2023-06-04,izmir-torbali,12,0
2023-06-05,izmir-torbali,4,4
2023-06-06,izmir-torbali,5,6
2023-06-07,izmir-torbali,12,4
2023-06-08,izmir-torbali,13,3
2023-06-09,izmir-torbali,12,1
2023-06-10,izmir-torbali,7,3
2023-06-11,izmir-torbali,6,5
2023-06-12,izmir-torbali,5,2
2023-06-13,izmir-torbali,23,3
2023-06-14,izmir-torbali,7,2
2023-06-15,izmir-torbali,9,4
2023-06-16,izmir-torbali,11,4
2023-06-17,izmir-torbali,18,0
2023-06-18,izmir-torbali,8,3
2023-06-19,izmir-torbali,11,5
2023-06-20,izmir-torbali,9,2
2023-06-21,izmir-torbali,7,2
2023-06-22,izmir-torbali,9,2
2023-06-23,izmir-torbali,9,0
2023-06-24,izmir-torbali,11,1
2023-06-25,izmir-torbali,14,2
2023-06-26,izmir-torbali,12,0
2023-06-27,izmir-torbali,11,0
2023-06-28,izmir-torbali,4,0
2023-06-29,izmir-torbali,3,0
2023-06-30,izmir-torbali,3,0
2023-07-01,izmir-torbali,6,0
2023-07-02,izmir-torbali,6,1
2023-07-03,izmir-torbali,7,0
2023-07-04,izmir-torbali,8,0
2023-07-05,izmir-torbali,18,0
2023-07-06,izmir-torbali,26,2
2023-07-07,izmir-torbali,12,2
2023-07-08,izmir-torbali,8,2
2023-07-09,izmir-torbali,7,2
2023-07-10,izmir-torbali,8,2
2023-07-11,izmir-torbali,9,0
2023-07-12,izmir-torbali,4,0
2023-07-13,izmir-torbali,15,5
2023-07-14,izmir-torbali,15,4
2023-07-15,izmir-torbali,22,2
2023-07-16,izmir-torbali,7,1
2023-07-17,izmir-torbali,20,1
2023-07-18,izmir-torbali,10,2
2023-07-19,izmir-torbali,11,7
2023-07-20,izmir-torbali,19,1
2023-07-21,izmir-torbali,18,2
2023-07-22,izmir-torbali,22,5
2023-07-23,izmir-torbali,29,2
2023-07-24,izmir-torbali,15,4
2023-07-25,izmir-torbali,7,3
2023-07-26,izmir-torbali,23,1
2023-07-27,izmir-torbali,16,2
2023-07-28,izmir-torbali,7,2
2023-07-29,izmir-torbali,10,4
2023-07-30,izmir-torbali,8,5
2023-07-31,izmir-torbali,6,1
2023-08-01,izmir-torbali,18,1
2023-08-02,izmir-torbali,12,1
2023-08-03,izmir-torbali,9,0
2023-08-04,izmir-torbali,7,2
2023-08-05,izmir-torbali,11,3
2023-08-06,izmir-torbali,7,4
2023-08-07,izmir-torbali,9,1
2023-08-08,izmir-torbali,8,1
2023-08-09,izmir-torbali,8,1
2023-08-10,izmir-torbali,3,2
2023-08-11,izmir-torbali,13,3
2023-08-12,izmir-torbali,9,2
2023-08-13,izmir-torbali,8,1
2023-08-14,izmir-torbali,11,3
2023-08-15,izmir-torbali,7,1
2023-08-16,izmir-torbali,11,2
2023-08-17,izmir-torbali,5,1
2023-08-18,izmir-torbali,9,3
2023-08-19,izmir-torbali,13,1
2023-08-20,izmir-torbali,10,5
2023-08-21,izmir-torbali,5,1
2023-08-22,izmir-torbali,10,2
2023-08-23,izmir-torbali,5,3
2023-08-24,izmir-torbali,11,1
2023-08-25,izmir-torbali,7,3
2023-08-26,izmir-torbali,12,3
2023-08-27,izmir-torbali,8,2
2023-08-28,izmir-torbali,5,0
2023-08-29,izmir-torbali,14,1
2023-08-30,izmir-torbali,5,0
2023-08-31,izmir-torbali,8,4
2023-09-01,izmir-torbali,6,1
2023-09-02,izmir-torbali,9,4
2023-09-03,izmir-torbali,10,4
2023-09-04,izmir-torbali,14,1
2023-09-05,izmir-torbali,18,1
2023-09-06,izmir-torbali,10,3
2023-09-07,izmir-torbali,6,4
2023-09-08,izmir-torbali,7,1
2023-09-09,izmir-torbali,14,2
2023-09-10,izmir-torbali,6,5
2023-09-11,izmir-torbali,10,0
2023-09-12,izmir-torbali,10,2
2023-09-13,izmir-torbali,7,0
2023-09-14,izmir-torbali,5,1
2023-09-15,izmir-torbali,3,0
2023-09-16,izmir-torbali,11,2
2023-09-17,izmir-torbali,6,2
2023-09-18,izmir-torbali,3,0
2023-09-19,izmir-torbali,6,2
2023-09-20,izmir-torbali,6,2
2023-09-21,izmir-torbali,3,0
2023-09-22,izmir-torbali,6,0
2023-09-23,izmir-torbali,0,2
2023-09-24,izmir-torbali,9,3
2023-09-25,izmir-torbali,3,0
2023-09-26,izmir-torbali,4,1
2023-09-27,izmir-torbali,5,2
2023-09-28,izmir-torbali,10,1
2023-09-29,izmir-torbali,8,1
2023-09-30,izmir-torbali,11,1
2023-10-01,izmir-torbali,4,4
2023-10-02,izmir-torbali,2,0
2023-10-03,izmir-torbali,1,3
2023-10-04,izmir-torbali,4,2
2023-10-05,izmir-torbali,3,1
2023-10-06,izmir-torbali,4,2
2023-10-07,izmir-torbali,7,4
2023-10-08,izmir-torbali,17,2
2023-10-09,izmir-torbali,8,0
2023-10-10,izmir-torbali,6,0
2023-10-11,izmir-torbali,1,1
2023-10-12,izmir-torbali,4,0
2023-10-13,izmir-torbali,4,2
2023-10-14,izmir-torbali,4,0
2023-10-15,izmir-torbali,3,2
2023-10-16,izmir-torbali,8,1
2023-10-17,izmir-torbali,2,0
2023-10-18,izmir-torbali,16,0
2023-10-19,izmir-torbali,5,0
2023-10-20,izmir-torbali,7,2
2023-10-21,izmir-torbali,6,2
2023-10-22,izmir-torbali,3,3
2023-10-23,izmir-torbali,4,0
2023-10-24,izmir-torbali,1,3
2023-10-25,izmir-torbali,2,1
2023-10-26,izmir-torbali,3,1
2023-10-27,izmir-torbali,3,3
2023-10-28,izmir-torbali,6,4
2023-10-29,izmir-torbali,5,1
2023-10-30,izmir-torbali,3,0
2023-10-31,izmir-torbali,5,2
2023-11-01,izmir-torbali,8,2
2023-11-02,izmir-torbali,11,1
2023-11-03,izmir-torbali,9,0
2023-11-04,izmir-torbali,11,0
2023-11-05,izmir-torbali,22,2
2023-11-06,izmir-torbali,9,1
2023-11-07,izmir-torbali,3,0
2023-11-08,izmir-torbali,6,0
2023-11-09,izmir-torbali,9,0
2023-11-10,izmir-torbali,2,1
2023-11-11,izmir-torbali,11,1
2023-11-12,izmir-torbali,31,0
2023-11-13,izmir-torbali,29,1
2023-11-14,izmir-torbali,7,0
2023-11-15,izmir-torbali,7,0
2023-11-16,izmir-torbali,8,0
2023-11-17,izmir-torbali,6,2
2023-11-18,izmir-torbali,38,2
2023-11-19,izmir-torbali,19,0
2023-11-20,izmir-torbali,9,0
2023-11-21,izmir-torbali,7,0
2023-11-22,izmir-torbali,9,0
2023-11-23,izmir-torbali,5,0
2023-11-24,izmir-torbali,11,0
2023-11-25,izmir-torbali,54,0
2023-11-26,izmir-torbali,31,0
2023-11-27,izmir-torbali,14,1
2023-11-28,izmir-torbali,9,0
2023-11-29,izmir-torbali,15,0
2023-11-30,izmir-torbali,12,0
2023-12-01,izmir-torbali,9,0
2023-12-02,izmir-torbali,7,2
2023-12-03,izmir-torbali,3,0
2023-12-04,izmir-torbali,6,0
2023-12-05,izmir-torbali,5,0
2023-12-06,izmir-torbali,17,0
2023-12-07,izmir-torbali,8,2
2023-12-08,izmir-torbali,9,2
2023-12-09,izmir-torbali,7,3
2023-12-10,izmir-torbali,3,0
2023-12-11,izmir-torbali,9,3
2023-12-12,izmir-torbali,8,2
2023-12-13,izmir-torbali,7,0
2023-12-14,izmir-torbali,4,0
2023-12-15,izmir-torbali,8,0
2023-12-16,izmir-torbali,9,0
2023-12-17,izmir-torbali,13,0
2023-12-18,izmir-torbali,14,0
2023-12-19,izmir-torbali,11,6
2023-12-20,izmir-torbali,11,3
2023-12-21,izmir-torbali,8,0
2023-12-22,izmir-torbali,18,1
2023-12-23,izmir-torbali,16,1
2023-12-24,izmir-torbali,6,3
2023-12-25,izmir-torbali,8,0
2023-12-26,izmir-torbali,12,0
2023-12-27,izmir-torbali,12,0
2023-12-28,izmir-torbali,5,3
2023-12-29,izmir-torbali,8,0
2023-12-30,izmir-torbali,7,1
2023-12-31,izmir-torbali,5,0
2024-01-01,izmir-torbali,3,0
2024-01-02,izmir-torbali,10,0
2024-01-03,izmir-torbali,15,0
2021-01-01,izmir-tire,7,0
2021-01-02,izmir-tire,7,0
2021-01-03,izmir-tire,4,0
2021-01-04,izmir-tire,3,1
2021-01-05,izmir-tire,20,0
2021-01-06,izmir-tire,4,0
2021-01-07,izmir-tire,7,1
2021-01-08,izmir-tire,6,1
2021-01-09,izmir-tire,6,0
2021-01-10,izmir-tire,2,1
2021-01-11,izmir-tire,12,1
2021-01-12,izmir-tire,17,0
2021-01-13,izmir-tire,19,0
2021-01-14,izmir-tire,4,0
2021-01-15,izmir-tire,9,1
2021-01-16,izmir-tire,8,0
2021-01-17,izmir-tire,8,1
2021-01-18,izmir-tire,2,1
2021-01-19,izmir-tire,5,1
2021-01-20,izmir-tire,4,1
2021-01-21,izmir-tire,9,4
2021-01-22,izmir-tire,3,2
2021-01-23,izmir-tire,8,5
2021-01-24,izmir-tire,13,0
2021-01-25,izmir-tire,21,0
2021-01-26,izmir-tire,16,0
2021-01-27,izmir-tire,48,0
2021-01-28,izmir-tire,26,1
2021-01-29,izmir-tire,17,1
2021-01-30,izmir-tire,28,0
2021-01-31,izmir-tire,16,0
2021-02-01,izmir-tire,29,0
2021-02-02,izmir-tire,16,0
2021-02-03,izmir-tire,14,0
2021-02-04,izmir-tire,6,2
2021-02-05,izmir-tire,2,2
2021-02-06,izmir-tire,4,0
2021-02-07,izmir-tire,11,0
2021-02-08,izmir-tire,23,2
2021-02-09,izmir-tire,13,2
2021-02-10,izmir-tire,4,0
2021-02-11,izmir-tire,10,1
2021-02-12,izmir-tire,20,0
2021-02-13,izmir-tire,10,0
2021-02-14,izmir-tire,6,0
2021-02-15,izmir-tire,4,1
2021-02-16,izmir-tire,14,1
2021-02-17,izmir-tire,11,1
2021-02-18,izmir-tire,6,1
2021-02-19,izmir-tire,8,0
2021-02-20,izmir-tire,7,0
2021-02-21,izmir-tire,3,0
2021-02-22,izmir-tire,10,1
2021-02-23,izmir-tire,7,0
2021-02-24,izmir-tire,6,1
2021-02-25,izmir-tire,5,2
2021-02-26,izmir-tire,3,1
2021-02-27,izmir-tire,6,2
2021-02-28,izmir-tire,8,0
2021-03-01,izmir-tire,10,0
2021-03-02,izmir-tire,7,0
2021-03-03,izmir-tire,4,1
2021-03-04,izmir-tire,1,0
2021-03-05,izmir-tire,8,1
2021-03-06,izmir-tire,8,1
2021-03-07,izmir-tire,8,0
2021-03-08,izmir-tire,3,1
2021-03-09,izmir-tire,3,0
2021-03-10,izmir-tire,4,0
2021-03-11,izmir-tire,13,0
2021-03-12,izmir-tire,6,0
2021-03-13,izmir-tire,1,3
2021-03-14,izmir-tire,4,0
2021-03-15,izmir-tire,8,0
2021-03-16,izmir-tire,11,0
2021-03-17,izmir-tire,8,0
2021-03-18,izmir-tire,7,1
2021-03-19,izmir-tire,6,0
2021-03-20,izmir-tire,6,0
2021-03-21,izmir-tire,5,0
2021-03-22,izmir-tire,12,0
2021-03-23,izmir-tire,5,3
2021-03-24,izmir-tire,9,1
2021-03-25,izmir-tire,4,3
2021-03-26,izmir-tire,5,1
2021-03-27,izmir-tire,6,2
2021-03-28,izmir-tire,1,0
2021-03-29,izmir-tire,0,1
2021-03-30,izmir-tire,1,1
2021-03-31,izmir-tire,4,1
2021-04-01,izmir-tire,2,0
2021-04-02,izmir-tire,1,1
2021-04-03,izmir-tire,2,1
2021-04-04,izmir-tire,23,1
2021-04-05,izmir-tire,10,2
2021-04-06,izmir-tire,16,0
2021-04-07,izmir-tire,11,3
2021-04-08,izmir-tire,7,0
2021-04-09,izmir-tire,5,0
2021-04-10,izmir-tire,17,1
2021-04-11,izmir-tire,9,0
2021-04-12,izmir-tire,5,1
2021-04-13,izmir-tire,3,2
2021-04-14,izmir-tire,3,4
2021-04-15,izmir-tire,5,0
2021-04-16,izmir-tire,7,1
2021-04-17,izmir-tire,18,0
2021-04-18,izmir-tire,9,0
2021-04-19,izmir-tire,8,3
2021-04-20,izmir-tire,8,0
2021-04-21,izmir-tire,3,1
2021-04-22,izmir-tire,3,3
2021-04-23,izmir-tire,13,0
2021-04-24,izmir-tire,6,0
2021-04-25,izmir-tire,13,0
2021-04-26,izmir-tire,4,0
2021-04-27,izmir-tire,6,0
2021-04-28,izmir-tire,7,0
2021-04-29,izmir-tire,7,2
2021-04-30,izmir-tire,8,1
2021-05-01,izmir-tire,11,0
2021-05-02,izmir-tire,6,0
2021-05-03,izmir-tire,3,1
2021-05-04,izmir-tire,5,0
2021-05-05,izmir-tire,14,0
2021-05-06,izmir-tire,3,0
2021-05-07,izmir-tire,8,1
2021-05-08,izmir-tire,6,0
2021-05-09,izmir-tire,11,0
2021-05-10,izmir-tire,7,0
2021-05-11,izmir-tire,6,0
2021-05-12,izmir-tire,6,0
2021-05-13,izmir-tire,2,0
2021-05-14,izmir-tire,4,0
2021-05-15,izmir-tire,2,0
2021-05-16,izmir-tire,2,0
2021-05-17,izmir-tire,6,2
2021-05-18,izmir-tire,10,0
2021-05-19,izmir-tire,3,0
2021-05-20,izmir-tire,6,0
2021-05-21,izmir-tire,18,0
2021-05-22,izmir-tire,7,0
2021-05-23,izmir-tire,9,0
2021-05-24,izmir-tire,8,0
2021-05-25,izmir-tire,12,0
2021-05-26,izmir-tire,6,0
2021-05-27,izmir-tire,7,0
2021-05-28,izmir-tire,10,0
2021-05-29,izmir-tire,4,0
2021-05-30,izmir-tire,5,0
2021-05-31,izmir-tire,5,0
2021-06-01,izmir-tire,12,0
2021-06-02,izmir-tire,7,0
2021-06-03,izmir-tire,4,0
2021-06-04,izmir-tire,5,1
2021-06-05,izmir-tire,8,1
2021-06-06,izmir-tire,5,1
2021-06-07,izmir-tire,3,0
2021-06-08,izmir-tire,6,0
2021-06-09,izmir-tire,14,0
2021-06-10,izmir-tire,13,0
2021-06-11,izmir-tire,9,3
2021-06-12,izmir-tire,5,0
2021-06-13,izmir-tire,6,0
2021-06-14,izmir-tire,10,0
2021-06-15,izmir-tire,9,0
2021-06-16,izmir-tire,6,0
2021-06-17,izmir-tire,2,1
2021-06-18,izmir-tire,4,1
2021-06-19,izmir-tire,6,3
2021-06-20,izmir-tire,10,0
2021-06-21,izmir-tire,10,1
2021-06-22,izmir-tire,14,0
2021-06-23,izmir-tire,7,1
2021-06-24,izmir-tire,12,2
2021-06-25,izmir-tire,14,0
2021-06-26,izmir-tire,17,0
2021-06-27,izmir-tire,12,0
2021-06-28,izmir-tire,15,0
2021-06-29,izmir-tire,14,0
2021-06-30,izmir-tire,16,1
2021-07-01,izmir-tire,10,3
2021-07-02,izmir-tire,11,1
2021-07-03,izmir-tire,6,1
2021-07-04,izmir-tire,7,5
